Title,Link,OriginalLink,Description,PubDate,Year,Keyword
"‘징역 1년 8개월~10년’, 캄보디아 송환 보이스피싱 조직원 11명 실형",https://n.news.naver.com/mnews/article/081/0003639435?sid=102,https://www.seoul.co.kr/news/society/2026/04/28/20260428500190?wlog_tag3=naver,대전지법 홍성지원 제1형사부(부장판사 이효선)는 28일 범죄단체가입 등 혐의로 기소된 A(35)씨 등 전화금융사기 조직원 11명에게 징역 1년 8개월∼징역 10년을 각각 선고했다. A씨 등은 2024∼2025년 캄보디아에 거점을 둔... ,,,전화금융사기
캄보디아 보이스피싱 조직원 11명 전원 징역형…최장 10년,https://n.news.naver.com/mnews/article/001/0016047992?sid=102,https://www.yna.co.kr/view/AKR20260428131200063?input=1195m,대전지법 홍성지원 제1형사부(이효선 부장판사)는 28일 범죄단체가입 등 혐의로 기소된 A(35)씨 등 전화금융사기(보이스피싱) 조직원 11명에게 징역 1년 8개월부터 징역 10년까지를 각각 선고했다. A씨 등은 2024∼2025년... ,,,전화금융사기
"충남경찰, 캄보디아 거점 '보이스피싱·노쇼사기' 2개 조직 검거…57명 ...",http://www.dynews.co.kr/news/articleView.html?idxno=848464,http://www.dynews.co.kr/news/articleView.html?idxno=848464,［동양일보 최솔 기자］ 캄보디아에 거점을 두고 전화금융사기(보이스피싱)와 연애빙자 사기(로맨스스캠) 범죄를 저지른 일당이 국내로 집단 송환돼 재판을 받게 됐다. 충남경찰청은 28일 특정경제범죄가중처벌 등에... ,,,전화금융사기
전화 넘어 카톡으로…신용정보원 사칭 피싱 확산에 '경고',https://n.news.naver.com/mnews/article/014/0005514489?sid=101,http://www.fnnews.com/news/202604281414500537,기존 전화 중심의 전화금융사기(보이스피싱)에서 벗어나 카카오톡 기반 알림톡과 오픈채널을 활용한 신종 피싱 범죄가 확산되고 있다. 한국신용정보원은 행정기관 및 신용정보원을 사칭한 보이스피싱 범죄가 진화하고... ,,,전화금융사기
"""링크 문자 열지 마세요"" 충북경찰, 고유가 지원금 노린 '스미싱' 기승",https://www.bzeronews.com/news/articleView.html?idxno=816773,https://www.bzeronews.com/news/articleView.html?idxno=816773,◇ 전화로 수수료 요구하면 즉시 차단 전화 금융사기도 주의 대상이다. 경찰은 지원금 신청 과정에서 수수료나 개인정보를 요구하는 전화는 모두 사기라고 못 박았다. 의심 전화는 즉시 끊고 추가 대응을 하지 않는 것이... ,,,전화금융사기
100억대 캄보디아 로맨스스캠 부부…남편 징역15년 구형,https://n.news.naver.com/mnews/article/003/0013914526?sid=102,https://www.newsis.com/view/NISX20260428_0003609467,"강씨 부부는 지난 2024년 1월부터 지난해 1월까지 캄보디아 현지에 사무실을 차리고 전화금융사기 범죄 단체를 만든 뒤 딥페이크 기술 등을 이용해 가상 인물을 생성, 한국인 100여명에게 접근해 약 101억원을 가로챈... ",,,전화금융사기
"경찰, 캄보디아 보이스피싱 2개 조직 57명 구속 송치…피해액만 516억원",https://n.news.naver.com/mnews/article/119/0003085469?sid=102,https://www.dailian.co.kr/news/view/1638860/?sc=Naver,캄보디아에 거점을 두고 보이스피싱(전화금융사기)·로맨스스캠 등의 범죄를 저지른 2개 조직의 조직원 57명이 구속 상태에서 검찰에 송치됐다. 28일 경찰 등에 따르면 충남경찰청 광역범죄수사대는 캄보디아 보이스피싱... ,,,전화금융사기
"100억대 ‘로맨스 스캠’ 부부…검찰, 남편에게 징역 15년 구형",https://n.news.naver.com/mnews/article/028/0002802785?sid=102,https://www.hani.co.kr/arti/area/yeongnam/1256217.html,이들은 2024년 1월부터 지난해 1월까지 캄보디아에 사무실을 차리고 전화금융사기 범죄 단체를 꾸린 뒤 딥페이크 기술을 악용해 가상 인물을 만들어 한국인 100여명을 속여 약 101억원을 가로챈 혐의로 재판에 넘겨졌다.... ,,,전화금융사기
"캄보디아·태국에 불법 범죄조직, 516억원 가로챈 일당 59명 검거 [영상...",https://n.news.naver.com/mnews/article/025/0003519436?sid=102,https://www.joongang.co.kr/article/25423926,캄보디아와 태국 현지에 불법 범죄조직을 만든 뒤 한국인을 대상으로 전화금융사기(보이스피싱)와 연애빙자 사기(로맨스 스캠) 범죄를 저지른 일당이 국내로 강제 송환돼 처벌을 받게 됐다. 충남경찰청... ,,,전화금융사기
캄보디아 '100억대 로맨스스캠 부부' 남편에게 징역 15년 구형,https://n.news.naver.com/mnews/article/055/0001351922?sid=102,https://news.sbs.co.kr/news/endPage.do?news_id=N1008536133&plink=ORI&cooper=NAVER,A 씨 부부는 2024년 1월부터 지난해 1월까지 캄보디아 보레이 지역 등에서 전화금융사기(보이스피싱) 범죄 단체를 조직하고 '딥페이크'를 활용해 한국인을 대상으로 로맨스 스캠 방식으로 투자를 유도한 혐의로 구속... ,,,전화금융사기
"딥페이크 연애 사기로 101억 가로챈 부부…검찰, 남편에 징역 15년",https://www.jnilbo.com/news/articleView.html?idxno=90000032240,https://www.jnilbo.com/news/articleView.html?idxno=90000032240,A씨 부부는 2024년 1월부터 지난해 1월까지 캄보디아 보레이 지역 등에서 전화금융사기(보이스피싱) 범죄 단체를 조직하고 '딥페이크'를 활용해 한국인을 대상으로 로맨스 스캠 방식으로 투자를 유도한 혐의로 구속... ,,,전화금융사기
"충남경찰청, 캄보디아 보이스피싱 2개조직 57명 무더기 구속송치",https://n.news.naver.com/mnews/article/021/0002787839?sid=102,https://www.munhwa.com/article/11585453?ref=naver,경찰 마크 예산=김창희 기자 캄보디아에 거점을 두고 전화금융사기(보이스피싱)·로맨스스캠 등의 범죄를 저지른 2개 조직의 조직원 57명이 구속 송치됐다. 충남경찰청 광역범죄수사대는 캄보디아 보이스피싱 범죄 조직... ,,,전화금융사기
"정읍署, 시니어클럽 어르신 '피싱 범죄' 예방 교육",http://www.jeonmin.co.kr/news/articleView.html?idxno=438873,http://www.jeonmin.co.kr/news/articleView.html?idxno=438873,"이날 교육은 더욱 다양화되고 있는 전화금융사기(보이스피싱), 문자사기(스미싱), 노쇼 사기 등에 대한 범죄 사례와 예방법, 대응 요령으로 진행됐다. 또한 질의응답을 통해 어르신들의 평소 느꼈던 궁금증을 해소하고... ",,,전화금융사기
"경찰, 동남아 도피 사범 73명 송환...69명 구속 송치",https://science.ytn.co.kr/program/view.php?mcd=0082&hcd=&key=202604271606052156,https://science.ytn.co.kr/program/view.php?mcd=0082&hcd=&key=202604271606052156,"캄보디아 42명, 필리핀 31명으로 이들은 전화 금융사기와 로맨스 스캠, 불법 도박 사이트 운영에 가담한 혐의를 받습니다. 이들 가운데에는 5조 9천억 원대 도박사이트 운영 조직원과 175만 명의 개인정보를 빼낸... ",,,전화금융사기
대전경찰 'AI 트로트'로 고령층 보이스피싱 예방교육,https://n.news.naver.com/mnews/article/421/0008914395?sid=102,https://www.news1.kr/local/daejeon-chungnam/6150277,"대전경찰청은 동부경찰서 판암파출소가 인공지능(AI) 기반 트로트 음원을 활용해 고령층 대상 전화 금융사기(보이스피싱) 예방교육을 실시했다고 27일 밝혔다. 이번 교육에서 경찰은 '잠깐만 전화 끊어', '모르는 전화... ",,,전화금융사기
"대전 중구, 5월 미환급금 일제정리 추진",http://www.gocj.net/news/articleView.html?idxno=147797,http://www.gocj.net/news/articleView.html?idxno=147797,"만큼 꼭 찾아가시길 바란다""라며, ""아울러 구청에서는 환급 신청 시 어떠한 경우에도 비밀번호나 카드 일련번호 등을 요구하지 않으므로 보이스피싱(전화금융사기)에 각별히 주의하여 주시길 바란다""라고 당부했다.",,,전화금융사기
사기 조직에 가상화폐 계정 제공 20대 징역형,https://n.news.naver.com/mnews/article/056/0012170341?sid=102,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8546418&ref=A,"전화금융사기, 보이스피싱 조직에 가상화폐 계정을 제공한 20대가 징역형을 선고받았습니다. 춘천지방법원 제2형사부는 전기통신금융사기피해방지법 등을 위반한 혐의로 기소된 23살 박 모 씨에게 징역 2년을... ",,,전화금융사기
"경찰, 전화금융사기 수거책 40대 검거",https://n.news.naver.com/mnews/article/056/0012169344?sid=102,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8545268&ref=A,전주덕진경찰서는 전화금융사기 조직 수거책인 40대 남성을 불구속 입건해 조사하고 있습니다. 이 남성은 지난 21일부터 이틀 동안 전주에서 대출 이자를 낮춰주겠다는 전화에 속은 피해자에게서 현금 6천만 원을 받아... ,,,전화금융사기
"전주역서 잡힌 보이스피싱 수거책…""전달만 했다"" 똑같은 혐의 부인",https://n.news.naver.com/mnews/article/014/0005512934?sid=102,http://www.fnnews.com/news/202604241537180684,수천만원의 현금을 챙긴 보이스피싱(전화금융사기) 수거책이 경찰에 붙잡혔다. 전북 전주덕진경찰서는 사기 혐의로 A씨(40대)를 붙잡아 조사 중이라고 24일 밝혔다. A씨는 피해자 B씨(50대)로부터 두 차례에 걸쳐 현금... ,,,전화금융사기
저금리 대출에 속아 7500만원 보이스피싱…수거책 검거,https://n.news.naver.com/mnews/article/003/0013908077?sid=102,https://www.newsis.com/view/NISX20260424_0003605257,전화금융사기(보이스피싱) 피해금 수거책으로 활동한 40대가 경찰에 붙잡혔다. 전북 전주덕진경찰서는 A(40대)씨를 전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 위반 혐의로 붙잡아 조사 중이라고 24일... ,,,전화금융사기
"7500만 원 가로챈 보이스피싱 현금수거책, 전주역서 검거",https://n.news.naver.com/mnews/article/421/0008909802?sid=102,https://www.news1.kr/local/jeonbuk/6147921,현금 수천만 원을 가로챈 보이스피싱(전화금융사기) 수거책이 경찰에 붙잡혔다. 전북 전주덕진경찰서는 사기 혐의로 A 씨(40대)를 붙잡아 조사 중이라고 24일 밝혔다. A 씨는 B 씨(50대)로부터 두 차례에 걸쳐 현금 7500만... ,,,전화금융사기
저금리 대출 미끼…40대 보이스피싱 수거책 검거,https://n.news.naver.com/mnews/article/079/0004140316?sid=102,https://www.nocutnews.co.kr/news/6507569?utm_source=naver&utm_medium=article&utm_campaign=20260424104829,보이스피싱(전화금융사기) 피해금 수천 만원을 가로채 조직에 전달한 40대가 경찰에 붙잡혔다. 전북 전주덕진경찰서는 사기 혐의로 A(40대)씨를 붙잡아 조사 중이라고 24일 밝혔다. A씨는 지난 23일 전주역 인근... ,,,전화금융사기
북미 재외공관 사칭한 보이스피싱 범죄 주의,https://n.news.naver.com/mnews/article/052/0002344975?sid=104,https://www.ytn.co.kr/replay/view.php?idx=50&key=202604232133086958,"최근 북미 지역 등에서 우리 재외공관을 사칭한 전화금융사기 시도가 다시 잇따르고 있습니다. 사기 수법이 갈수록 정교해지고 있는 만큼 주의가 필요합니다. 자세한 내용, 외교부 이슬기 사무관 연결해 알아보겠습니다.... ",,,전화금융사기
캄보디아 범죄조직에 청년들 보낸 30대 실형,https://n.news.naver.com/mnews/article/056/0012168584?sid=102,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8544226&ref=A,"감시한 20대 남성에게는 징역 1년에 집행유예 2년을 내렸습니다. 이들은 2024년 12월부터 두 달 동안 큰 돈을 벌 수 있게 해주겠다며, 청년 2명을 캄보디아 전화금융사기 조직에 넘긴 혐의 등으로 재판에 부쳐졌습니다.",,,전화금융사기
“한 번 다녀오면 수천만원”… 청년들 캄보디아 유인 30대 ‘징역 2년8...,https://n.news.naver.com/mnews/article/022/0004123217?sid=102,https://www.segye.com/newsView/20260423517711?OutUrl=naver,"A씨 등은 2024년 12월부터 이듬해 1월 사이 “캄보디아에 다녀오면 수천만 원을 벌 수 있다”고 속여 20대 청년 2명을 유인한 뒤, 현지 프놈펜 공항에서 전화금융사기(보이스피싱) 조직원에게 넘긴 혐의로 기소됐다. 이들은... ",,,전화금융사기
캄보디아 범죄조직에 내국인 넘긴 30대 징역 2년 8개월,https://n.news.naver.com/mnews/article/422/0000858084?sid=102,http://www.yonhapnewstv.co.kr/AKR20260423161001czD,A씨 등은 지난 2024년 12월부터 2025년 1월 사이 내국인 2명을 캄보디아 전화금융사기 조직에 넘긴 혐의 등으로 기소됐습니다. 조사 결과 이들은 청년들에게 캄보디아에 다녀오면 수천만 원을 벌 수 있다고 속여 캄보디아... ,,,전화금융사기
'부모님께 불효'…캄보디아 범죄조직 연루 피고인의 뒤늦은 참회,https://n.news.naver.com/mnews/article/055/0001350875?sid=102,https://news.sbs.co.kr/news/endPage.do?news_id=N1008529875&plink=ORI&cooper=NAVER,"A 씨 등은 2024년 12월∼2025년 1월 내국인 2명을 캄보디아 전화금융사기(보이스피싱) 조직에 넘긴 혐의 등으로 기소됐습니다. 이들은 ""캄보디아에 한 번만 다녀와도 수천만 원을 벌 수 있다""고 20대 청년들을 꼬드겨 통장... ",,,전화금융사기
"""캄보디아 가면 큰돈""..30대 범죄조직 유인책 실형",https://n.news.naver.com/mnews/article/018/0006264348?sid=102,http://www.edaily.co.kr/news/newspath.asp?newsid=04621526645419072,A씨 등은 2024년 12월∼2025년 1월 내국인 2명을 캄보디아 전화금융사기(보이스피싱) 조직에 넘긴 혐의 등으로 기소됐다. 이들은 “캄보디아에 한 번만 다녀와도 수천만원을 벌 수 있다”는 말로 20대 청년들을 유인한 뒤... ,,,전화금융사기
"""큰 돈 번다"" 캄보디아 조직에 청년 2명 넘긴 30대, 징역 2년 8개월",https://n.news.naver.com/mnews/article/448/0000606207?sid=102,https://news.tvchosun.com/site/data/html_dir/2026/04/23/2026042390174.html,"A씨 등은 2024년 12월∼2025년 1월 내국인 2명을 캄보디아 전화금융사기(보이스피싱) 조직에 넘긴 혐의 등으로 기소됐다. 이들은 ""캄보디아에 한 번만 다녀와도 수천만원을 벌 수 있다""고 20대 청년들을 꼬드겨 통장 개설을... ",,,전화금융사기
"판암파출소, 주유소 노린 '노쇼 사기' 확산…예방활동 강화",http://www.chungnamilbo.co.kr/news/articleView.html?idxno=885050,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=885050,한편 경찰은 고유가 상황을 악용한 스미싱과 전화금융사기도 증가하고 있다며 금전 거래나 물품 구매를 유도하는 문자나 연락은 반드시 사실 여부를 확인할 것을 당부했다.,,,전화금융사기
"캄보디아 범죄조직에 내국인 2명 넘긴 30대, 징역 2년 8개월",https://n.news.naver.com/mnews/article/001/0016038823?sid=102,https://www.yna.co.kr/view/AKR20260423117800055?input=1195m,"A씨 등은 2024년 12월∼2025년 1월 내국인 2명을 캄보디아 전화금융사기(보이스피싱) 조직에 넘긴 혐의 등으로 기소됐다. 이들은 ""캄보디아에 한 번만 다녀와도 수천만원을 벌 수 있다""고 20대 청년들을 꼬드겨 통장 개설을... ",,,전화금융사기
"수억원대 '휴대폰깡' 사기 30대, 항소심서 징역 2년 2개월",https://n.news.naver.com/mnews/article/001/0016038000?sid=102,https://www.yna.co.kr/view/AKR20260423075300055?input=1195m,이는 엄연한 불법으로 시장에 비정상적으로 유통된 휴대전화 단말기가 '대포폰' 형태로 전화금융사기(보이스피싱) 조직까지 흘러갈 수 있어 수사기관이 강력히 단속하는 범죄다. 사건을 수사한 경찰은 정상적이지 않은... ,,,전화금융사기
"KB금융, 올 1분기 총 8286억 사회적 가치 창출...포용금융 실천",https://n.news.naver.com/mnews/article/014/0005512105?sid=101,http://www.fnnews.com/news/202604230928378517,"국민 생활안전 부문에서는 전화금융사기(보이스피싱)·전세사기 대응, 고령운전자 교통안전 지원 등을 통해 사회 안전망 역할을 강화하고 있다. 아울러 'KB희망금융센터'를 통한 채무상담과 'KB국민도약대출' 출시로... ",,,전화금융사기
"수원권선경찰서, 보이스피싱 막은 수원 새마을금고 여직원에게 감사장...",https://www.kihoilbo.co.kr/news/articleView.html?idxno=3020582,https://www.kihoilbo.co.kr/news/articleView.html?idxno=3020582,"기호일보, KIHOILBO 김태영 수원권선경찰서장이 전화금융사기(보이스피싱)을 사전에 차단해 금전 피해를 막은 수원 새마을금고 여직원 A씨에게 감사장을 전달했다. <수원권선경찰서 제공> 한 은행 직원의 재빠른 기지로... ",,,전화금융사기
"캄보디아 범죄 조직원 46명 징역형...""사회적 패악""",https://science.ytn.co.kr/program/view.php?mcd=0082&hcd=&key=202604221107130536,https://science.ytn.co.kr/program/view.php?mcd=0082&hcd=&key=202604221107130536,"캄보디아에서 범죄단체 조직원으로 활동하며 전화금융사기 등을 벌이다가 국내로 송환된 피고인들이 1심에서 모두 징역형을 선고받았습니다. 재판부는 피고인들이 치밀하고 조직적으로 범행에 가담했고, 피해가... ",,,전화금융사기
"경북 경주 양남농협, 보이스피싱 예방 캠페인 펼쳐",https://n.news.naver.com/mnews/article/662/0000093575?sid=102,https://www.nongmin.com/article/20260420500707,경북 경주 양남농협(조합장 백민석)이 최근 본점과 양남전통시장 일대에서 전화금융사기(보이스피싱) 피해예방과 대포통장 근절을 위한 캠페인을 전개하며 고객의 소중한 재산 보호에 앞장섰다(사진). 캠페인에서... ,,,전화금융사기
"‘징역 1년 8개월~10년’, 캄보디아 송환 보이스피싱 조직원 46명 실형",https://n.news.naver.com/mnews/article/081/0003637372?sid=102,https://www.seoul.co.kr/news/society/2026/04/21/20260421500231?wlog_tag3=naver,대전지법 홍성지원 제1형사부(부장판사 이효선)는 21일 범죄단체가입 등 혐의로 기소된 A(35)씨 등 전화금융사기 조직원 46명에게 징역 1년 8개월∼징역 10년을 각각 선고했다. A씨 등은 2024년 6월부터 지난해 7월까지... ,,,전화금융사기
"캄보디아서 송환된 '그놈 목소리들', 최대 징역 10년 선고",https://n.news.naver.com/mnews/article/057/0001945686?sid=102,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=5189494,"로맨스스캠부터 검사 사칭 전화금융사기, 코인 투자 사기, 관공서 노쇼 등 다양한 범행을 저지른 것으로 조사됐습니다. 피고인들은 수법 교육과 실적을 관리하는 팀장인 A 씨부터 피해자를 유인하는 '채터', 피해금 입금을... ",,,전화금융사기
"'캄보디아 송환' 보이스피싱 조직원 46명, 1심서 모두 징역형",https://n.news.naver.com/mnews/article/277/0005752785?sid=102,https://view.asiae.co.kr/article/2026042117491663816,대전지법 홍성지원 제1형사부(이효선 부장판사)는 21일 범죄단체가입 등 혐의로 기소된 A(35)씨 등 전화금융사기(보이스피싱) 조직원 46명에게 최소 징역 1년 8개월에서 최대 징역 10년을 선고했다. A씨 등은 2024년 6월부터... ,,,전화금융사기
"'송환' 보이스피싱 조직원 46명, 징역 1년8개월~10년 선고",https://n.news.naver.com/mnews/article/448/0000605660?sid=102,https://news.tvchosun.com/site/data/html_dir/2026/04/21/2026042190243.html,"로맨스스캠부터 검사 사칭 전화금융사기, 코인 투자 사기, 관공서 노쇼 등 다양한 범행을 저지른 것으로 조사됐다. 이들은 수법 교육과 실적을 관리하는 팀장 A씨부터 피해자를 유인하는 '채터', 피해금 입금을... ",,,전화금융사기
"'캄보디아 송환' 보이스피싱 조직원 46명, 징역 1년8개월∼10년",https://n.news.naver.com/mnews/article/001/0016034547?sid=102,https://www.yna.co.kr/view/AKR20260421146600063?input=1195m,"로맨스스캠부터 검사 사칭 전화금융사기, 코인 투자 사기, 관공서 노쇼 등 다양한 범행을 저지른 것으로 조사됐다. 피고인들은 수법 교육과 실적을 관리하는 팀장인 A씨부터 피해자를 유인하는 '채터', 피해금 입금을... ",,,전화금융사기
캄보디아 보이스피싱 조직원 46명 모두 ‘실형’···최대 징역 10년,https://n.news.naver.com/mnews/article/032/0003441192?sid=102,https://www.khan.co.kr/article/202604211706001,캄보디아 등을 거점으로 보이스피싱(전화금융사기) 등 각종 사기 범행을 벌이다 국내로 송환된 조직원들이 최대 징역 10년의 중형을 선고받았다. 대전지법 홍성지청 제1형사부(부장판사 이효선)는 21일 사기... ,,,전화금융사기
"“로맨스 스캠으로 80억 갈취 ”…法, 캄보디아 소환 조직원 징역 10년 ...",https://n.news.naver.com/mnews/article/025/0003517813?sid=102,https://www.joongang.co.kr/article/25422046,"사칭 전화금융사기(보이스피싱), 코인투자(리딩방) 사기, 대리 구매(관공서 노쇼) 등 다양한 범죄를 저지른 것으로 드러났다. 이들은 한국인 피해자 110명으로부터 약 94억원을 받아 가로챘다. 조사 결과 이들은... ",,,전화금융사기
캄보디아 범죄단체 조직원 46명...1심서 모두 징역형,https://n.news.naver.com/mnews/article/052/0002343789?sid=102,https://www.ytn.co.kr/_ln/0115_202604211617256483,캄보디아에서 범죄단체 조직원으로 활동하며 전화금융사기 등을 벌이다 국내로 송환된 피고인들이 1심에서 모두 징역형을 선고받았습니다. 대전지방법원 홍성지원은 범죄단체가입죄 등으로 팀장급 관리자 A 씨 등... ,,,전화금융사기
은행원 기지로 보이스피싱 피해 막았다,https://www.namdonews.com/news/articleView.html?idxno=908040,https://www.namdonews.com/news/articleView.html?idxno=908040,"북부경찰서는 전화금융사기(보이스피싱) 피해를 사전에 차단하는 데 기여한 은행원에게 표창과 신고포상금을 전달했다고 20일 밝혔다. 신고포상금 제도는 지난해부터 시행된 것으로, 범죄 예방이나 국민 안전 보호에... ",,,전화금융사기
